time (s),reference position (m),reference velocity (m/s),position (m),velocity (m/s),voltage (V)
10.5425,0,0,1.18278e-07,-2.21057e-06,0.276382
10.545,0,0,1.12889e-07,-2.10985e-06,0.276383
10.5475,0,0,1.07745e-07,-2.01371e-06,0.276383
10.55,0,0,1.02836e-07,-1.92196e-06,0.276384
10.5525,0,0,9.81503e-08,-1.83439e-06,0.276384
10.555,0,0,9.36781e-08,-1.7508e-06,0.276385
10.5575,0,0,8.94098e-08,-1.67103e-06,0.276385
10.56,0,0,8.53359e-08,-1.59489e-06,0.276386
10.5625,0,0,8.14476e-08,-1.52222e-06,0.276386
10.565,0,0,7.77365e-08,-1.45286e-06,0.276386
10.5675,0,0,7.41945e-08,-1.38666e-06,0.276387
10.57,0,0,7.08139e-08,-1.32348e-06,0.276387
10.5725,0,0,6.75874e-08,-1.26318e-06,0.276388
10.575,0,0,6.45078e-08,-1.20562e-06,0.276388
10.5775,0,0,6.15686e-08,-1.15069e-06,0.276388
10.58,0,0,5.87632e-08,-1.09826e-06,0.276389
10.5825,0,0,5.60857e-08,-1.04822e-06,0.276389
10.585,0,0,5.35302e-08,-1.00046e-06,0.276389
10.5875,0,0,5.10912e-08,-9.54873e-07,0.276389
10.59,0,0,4.87633e-08,-9.11365e-07,0.27639
10.5925,0,0,4.65414e-08,-8.69839e-07,0.27639
10.595,0,0,4.44208e-08,-8.30206e-07,0.27639
10.5975,0,0,4.23968e-08,-7.92378e-07,0.27639
10.6,0,0,4.0465e-08,-7.56274e-07,0.27639
10.6025,0,0,3.86213e-08,-7.21815e-07,0.276391
10.605,0,0,3.68615e-08,-6.88926e-07,0.276391
10.6075,0,0,3.51819e-08,-6.57536e-07,0.276391
10.61,0,0,3.35789e-08,-6.27576e-07,0.276391
10.6125,0,0,3.20489e-08,-5.98981e-07,0.276391
10.615,0,0,3.05886e-08,-5.71689e-07,0.276391
10.6175,0,0,2.91949e-08,-5.4564e-07,0.276392
10.62,0,0,2.78646e-08,-5.20779e-07,0.276392
10.6225,0,0,2.6595e-08,-4.9705e-07,0.276392
10.625,0,0,2.53832e-08,-4.74402e-07,0.276392
10.6275,0,0,2.42267e-08,-4.52786e-07,0.276392
10.63,0,0,2.31228e-08,-4.32156e-07,0.276392
10.6325,0,0,2.20692e-08,-4.12465e-07,0.276392
10.635,0,0,2.10637e-08,-3.93671e-07,0.276393
10.6375,0,0,2.01039e-08,-3.75734e-07,0.276393
10.64,0,0,1.91879e-08,-3.58614e-07,0.276393
10.6425,0,0,1.83136e-08,-3.42274e-07,0.276393
10.645,0,0,1.74792e-08,-3.26678e-07,0.276393
10.6475,0,0,1.66828e-08,-3.11794e-07,0.276393
10.65,0,0,1.59226e-08,-2.97587e-07,0.276393
10.6525,0,0,1.51971e-08,-2.84028e-07,0.276393
10.655,0,0,1.45047e-08,-2.71086e-07,0.276393
10.6575,0,0,1.38438e-08,-2.58734e-07,0.276393
10.66,0,0,1.3213e-08,-2.46945e-07,0.276393
10.6625,0,0,1.2611e-08,-2.35694e-07,0.276393
10.665,0,0,1.20364e-08,-2.24954e-07,0.276393
10.6675,0,0,1.14879e-08,-2.14705e-07,0.276394
10.67,0,0,1.09645e-08,-2.04922e-07,0.276394
10.6725,0,0,1.04649e-08,-1.95585e-07,0.276394
10.675,0,0,9.98808e-09,-1.86673e-07,0.276394
10.6775,0,0,9.53298e-09,-1.78167e-07,0.276394
10.68,0,0,9.09862e-09,-1.70049e-07,0.276394
10.6825,0,0,8.68405e-09,-1.62301e-07,0.276394
10.685,0,0,8.28837e-09,-1.54906e-07,0.276394
10.6875,0,0,7.91071e-09,-1.47848e-07,0.276394
10.69,0,0,7.55027e-09,-1.41111e-07,0.276394
10.6925,0,0,7.20625e-09,-1.34682e-07,0.276394
10.695,0,0,6.8779e-09,-1.28545e-07,0.276394
10.6975,0,0,6.56451e-09,-1.22688e-07,0.276394
10.7,0,0,6.26541e-09,-1.17098e-07,0.276394
10.7025,0,0,5.97993e-09,-1.11762e-07,0.276394
10.705,0,0,5.70746e-09,-1.0667e-07,0.276394
10.7075,0,0,5.4474e-09,-1.0181e-07,0.276394
10.71,0,0,5.1992e-09,-9.71708e-08,0.276394
10.7125,0,0,4.9623e-09,-9.27433e-08,0.276394
10.715,0,0,4.7362e-09,-8.85175e-08,0.276394
10.7175,0,0,4.5204e-09,-8.44843e-08,0.276394
10.72,0,0,4.31443e-09,-8.06349e-08,0.276394
10.7225,0,0,4.11785e-09,-7.69608e-08,0.276394
10.725,0,0,3.93022e-09,-7.34541e-08,0.276394
10.7275,0,0,3.75114e-09,-7.01073e-08,0.276394
10.73,0,0,3.58022e-09,-6.69129e-08,0.276394
10.7325,0,0,3.41709e-09,-6.38641e-08,0.276394
10.735,0,0,3.2614e-09,-6.09541e-08,0.276394
10.7375,0,0,3.11279e-09,-5.81768e-08,0.276394
10.74,0,0,2.97096e-09,-5.5526e-08,0.276394
10.7425,0,0,2.83559e-09,-5.2996e-08,0.276394
10.745,0,0,2.70639e-09,-5.05813e-08,0.276394
10.7475,0,0,2.58308e-09,-4.82766e-08,0.276394
10.75,0,0,2.46538e-09,-4.6077e-08,0.276394
10.7525,0,0,2.35305e-09,-4.39775e-08,0.276394
10.755,0,0,2.24583e-09,-4.19737e-08,0.276395
10.7575,0,0,2.1435e-09,-4.00612e-08,0.276395
10.76,0,0,2.04584e-09,-3.82358e-08,0.276395
10.7625,0,0,1.95262e-09,-3.64937e-08,0.276395
10.765,0,0,1.86365e-09,-3.48309e-08,0.276395
10.7675,0,0,1.77874e-09,-3.32438e-08,0.276395
10.77,0,0,1.69769e-09,-3.17291e-08,0.276395
10.7725,0,0,1.62034e-09,-3.02834e-08,0.276395
10.775,0,0,1.54651e-09,-2.89035e-08,0.276395
10.7775,0,0,1.47604e-09,-2.75866e-08,0.276395
10.78,0,0,1.40879e-09,-2.63296e-08,0.276395
10.7825,0,0,1.3446e-09,-2.51299e-08,0.276395
10.785,0,0,1.28333e-09,-2.39849e-08,0.276395
10.7875,0,0,1.22486e-09,-2.28921e-08,0.276395
10.79,0,0,1.16905e-09,-2.1849e-08,0.276395
10.7925,0,0,1.11578e-09,-2.08535e-08,0.276395
10.795,0,0,1.06494e-09,-1.99033e-08,0.276395
10.7975,0,0,1.01642e-09,-1.89964e-08,0.276395
10.8,0,0,9.70106e-10,-1.81309e-08,0.276395
10.8025,0,0,9.25904e-10,-1.73048e-08,0.276395
10.805,0,0,8.83716e-10,-1.65163e-08,0.276395
10.8075,0,0,8.4345e-10,-1.57637e-08,0.276395
10.81,0,0,8.05019e-10,-1.50455e-08,0.276395
10.8125,0,0,7.68339e-10,-1.43599e-08,0.276395
10.815,0,0,7.3333e-10,-1.37056e-08,0.276395
10.8175,0,0,6.99917e-10,-1.30811e-08,0.276395
10.82,0,0,6.68025e-10,-1.24851e-08,0.276395
10.8225,0,0,6.37587e-10,-1.19162e-08,0.276395
10.825,0,0,6.08536e-10,-1.13733e-08,0.276395
10.8275,0,0,5.80809e-10,-1.08551e-08,0.276395
10.83,0,0,5.54345e-10,-1.03605e-08,0.276395
10.8325,0,0,5.29087e-10,-9.88841e-09,0.276395
10.835,0,0,5.04979e-10,-9.43785e-09,0.276395
10.8375,0,0,4.8197e-10,-9.00782e-09,0.276395
10.84,0,0,4.6001e-10,-8.59739e-09,0.276395
10.8425,0,0,4.3905e-10,-8.20565e-09,0.276395
10.845,0,0,4.19045e-10,-7.83177e-09,0.276395
10.8475,0,0,3.99951e-10,-7.47492e-09,0.276395
10.85,0,0,3.81728e-10,-7.13433e-09,0.276395
10.8525,0,0,3.64335e-10,-6.80926e-09,0.276395
10.855,0,0,3.47734e-10,-6.49901e-09,0.276395
10.8575,0,0,3.3189e-10,-6.20288e-09,0.276395
10.86,0,0,3.16768e-10,-5.92026e-09,0.276395
10.8625,0,0,3.02334e-10,-5.6505e-09,0.276395
10.865,0,0,2.88559e-10,-5.39304e-09,0.276395
10.8675,0,0,2.75411e-10,-5.14731e-09,0.276395
10.87,0,0,2.62862e-10,-4.91278e-09,0.276395
10.8725,0,0,2.50885e-10,-4.68893e-09,0.276395
10.875,0,0,2.39454e-10,-4.47529e-09,0.276395
10.8775,0,0,2.28543e-10,-4.27137e-09,0.276395
10.88,0,0,2.1813e-10,-4.07675e-09,0.276395
10.8825,0,0,2.08191e-10,-3.891e-09,0.276395
10.885,0,0,1.98705e-10,-3.71371e-09,0.276395
10.8875,0,0,1.89651e-10,-3.5445e-09,0.276395
10.89,0,0,1.8101e-10,-3.38299e-09,0.276395
10.8925,0,0,1.72762e-10,-3.22885e-09,0.276395
10.895,0,0,1.6489e-10,-3.08173e-09,0.276395
10.8975,0,0,1.57377e-10,-2.94132e-09,0.276395
10.9,0,0,1.50207e-10,-2.8073e-09,0.276395
10.9025,0,0,1.43362e-10,-2.67938e-09,0.276395
10.905,0,0,1.3683e-10,-2.5573e-09,0.276395
10.9075,0,0,1.30596e-10,-2.44078e-09,0.276395
10.91,0,0,1.24645e-10,-2.32957e-09,0.276395
10.9125,0,0,1.18966e-10,-2.22342e-09,0.276395
10.915,0,0,1.13545e-10,-2.12211e-09,0.276395
10.9175,0,0,1.08372e-10,-2.02542e-09,0.276395
10.92,0,0,1.03434e-10,-1.93314e-09,0.276395
10.9225,0,0,9.8721e-11,-1.84505e-09,0.276395
10.925,0,0,9.42228e-11,-1.76099e-09,0.276395
10.9275,0,0,8.99297e-11,-1.68075e-09,0.276395
10.93,0,0,8.58321e-11,-1.60417e-09,0.276395
10.9325,0,0,8.19212e-11,-1.53107e-09,0.276395
10.935,0,0,7.81886e-11,-1.46131e-09,0.276395
10.9375,0,0,7.4626e-11,-1.39473e-09,0.276395
10.94,0,0,7.12257e-11,-1.33118e-09,0.276395
10.9425,0,0,6.79804e-11,-1.27052e-09,0.276395
10.945,0,0,6.48829e-11,-1.21263e-09,0.276395
10.9475,0,0,6.19266e-11,-1.15738e-09,0.276395
10.95,0,0,5.91049e-11,-1.10465e-09,0.276395
10.9525,0,0,5.64119e-11,-1.05431e-09,0.276395
10.955,0,0,5.38415e-11,-1.00627e-09,0.276395
10.9575,0,0,5.13883e-11,-9.60425e-10,0.276395
10.96,0,0,4.90468e-11,-9.16664e-10,0.276395
10.9625,0,0,4.6812e-11,-8.74897e-10,0.276395
10.965,0,0,4.46791e-11,-8.35033e-10,0.276395
10.9675,0,0,4.26433e-11,-7.96985e-10,0.276395
10.97,0,0,4.07003e-11,-7.60671e-10,0.276395
10.9725,0,0,3.88458e-11,-7.26012e-10,0.276395
10.975,0,0,3.70758e-11,-6.92932e-10,0.276395
10.9775,0,0,3.53865e-11,-6.61359e-10,0.276395
10.98,0,0,3.37742e-11,-6.31225e-10,0.276395
10.9825,0,0,3.22353e-11,-6.02464e-10,0.276395
10.985,0,0,3.07665e-11,-5.75013e-10,0.276395
10.9875,0,0,2.93646e-11,-5.48813e-10,0.276395
10.99,0,0,2.80267e-11,-5.23807e-10,0.276395
10.9925,0,0,2.67497e-11,-4.9994e-10,0.276395
10.995,0,0,2.55308e-11,-4.77161e-10,0.276395
10.9975,0,0,2.43675e-11,-4.55419e-10,0.276395
11,0,0,2.32573e-11,-4.34668e-10,0.276395
11.0025,0,0,2.21976e-11,-4.14863e-10,0.276395
11.005,0,0,2.11861e-11,-3.9596e-10,0.276395
11.0075,0,0,2.02208e-11,-3.77919e-10,0.276395
11.01,0,0,1.92995e-11,-3.60699e-10,0.276395
11.0125,0,0,1.84201e-11,-3.44264e-10,0.276395
