time (s),reference position (m),reference velocity (m/s),position (m),velocity (m/s),voltage (V)
5.55,0,0,8.53328e-16,-1.59456e-14,0.276395
5.5525,0,0,8.14449e-16,-1.52205e-14,0.276395
5.555,0,0,7.77346e-16,-1.45266e-14,0.276395
5.5575,0,0,7.4193e-16,-1.38639e-14,0.276395
5.56,0,0,7.0813e-16,-1.32325e-14,0.276395
5.5625,0,0,6.75865e-16,-1.26323e-14,0.276395
5.565,0,0,6.45073e-16,-1.20529e-14,0.276395
5.5675,0,0,6.15685e-16,-1.15082e-14,0.276395
5.57,0,0,5.87634e-16,-1.09808e-14,0.276395
5.5725,0,0,5.60861e-16,-1.04847e-14,0.276395
5.575,0,0,5.35304e-16,-1.00024e-14,0.276395
5.5775,0,0,5.10917e-16,-9.54792e-15,0.276395
5.58,0,0,4.8764e-16,-9.11077e-15,0.276395
5.5825,0,0,4.65428e-16,-8.69443e-15,0.276395
5.585,0,0,4.44228e-16,-8.29892e-15,0.276395
5.5875,0,0,4.23991e-16,-7.92075e-15,0.276395
5.59,0,0,4.04678e-16,-7.56339e-15,0.276395
5.5925,0,0,3.8624e-16,-7.21645e-15,0.276395
5.595,0,0,3.68646e-16,-6.88685e-15,0.276395
5.5975,0,0,3.51854e-16,-6.5746e-15,0.276395
5.6,0,0,3.35825e-16,-6.27276e-15,0.276395
5.6025,0,0,3.20531e-16,-5.98827e-15,0.276395
5.605,0,0,3.05931e-16,-5.71765e-15,0.276395
5.6075,0,0,2.91993e-16,-5.45397e-15,0.276395
5.61,0,0,2.78694e-16,-5.20417e-15,0.276395
5.6125,0,0,2.66002e-16,-4.96825e-15,0.276395
5.615,0,0,2.53886e-16,-4.7462e-15,0.276395
5.6175,0,0,2.42319e-16,-4.52763e-15,0.276395
5.62,0,0,2.31284e-16,-4.32293e-15,0.276395
5.6225,0,0,2.20747e-16,-4.12517e-15,0.276395
5.625,0,0,2.10691e-16,-3.93782e-15,0.276395
5.6275,0,0,2.01096e-16,-3.75394e-15,0.276395
5.63,0,0,1.91944e-16,-3.58394e-15,0.276395
5.6325,0,0,1.83203e-16,-3.42434e-15,0.276395
5.635,0,0,1.74858e-16,-3.26475e-15,0.276395
5.6375,0,0,1.66899e-16,-3.11556e-15,0.276395
5.64,0,0,1.59303e-16,-2.97332e-15,0.276395
5.6425,0,0,1.52053e-16,-2.83801e-15,0.276395
5.645,0,0,1.45131e-16,-2.71311e-15,0.276395
5.6475,0,0,1.38517e-16,-2.58821e-15,0.276395
5.65,0,0,1.32205e-16,-2.47025e-15,0.276395
5.6525,0,0,1.26184e-16,-2.35575e-15,0.276395
5.655,0,0,1.20438e-16,-2.25167e-15,0.276395
5.6575,0,0,1.14949e-16,-2.14759e-15,0.276395
5.66,0,0,1.09714e-16,-2.05044e-15,0.276395
5.6625,0,0,1.04717e-16,-1.9533e-15,0.276395
5.665,0,0,9.99533e-17,-1.86309e-15,0.276395
5.6675,0,0,9.54064e-17,-1.7833e-15,0.276395
5.67,0,0,9.10594e-17,-1.7035e-15,0.276395
5.6725,0,0,8.6909e-17,-1.6237e-15,0.276395
5.675,0,0,8.29482e-17,-1.55084e-15,0.276395
5.6775,0,0,7.91705e-17,-1.47798e-15,0.276395
5.68,0,0,7.55621e-17,-1.41206e-15,0.276395
5.6825,0,0,7.21198e-17,-1.34615e-15,0.276395
5.685,0,0,6.88333e-17,-1.28716e-15,0.276395
5.6875,0,0,6.56925e-17,-1.22818e-15,0.276395
5.69,0,0,6.27008e-17,-1.1692e-15,0.276395
5.6925,0,0,5.98446e-17,-1.11716e-15,0.276395
5.695,0,0,5.71205e-17,-1.06512e-15,0.276395
5.6975,0,0,5.45252e-17,-1.01655e-15,0.276395
5.7,0,0,5.20417e-17,-9.71445e-16,0.276395
5.7025,0,0,4.96734e-17,-9.26342e-16,0.276395
5.705,0,0,4.74135e-17,-8.88178e-16,0.276395
5.7075,0,0,4.52553e-17,-8.43076e-16,0.276395
5.71,0,0,4.31953e-17,-8.08381e-16,0.276395
5.7125,0,0,4.12234e-17,-7.70217e-16,0.276395
5.715,0,0,3.93464e-17,-7.32053e-16,0.276395
5.7175,0,0,3.75608e-17,-7.00828e-16,0.276395
5.72,0,0,3.58498e-17,-6.69603e-16,0.276395
5.7225,0,0,3.42201e-17,-6.34909e-16,0.276395
5.725,0,0,3.26684e-17,-6.10623e-16,0.276395
5.7275,0,0,3.11776e-17,-5.86337e-16,0.276395
5.73,0,0,2.97512e-17,-5.55112e-16,0.276395
5.7325,0,0,2.83993e-17,-5.27356e-16,0.276395
5.735,0,0,2.71118e-17,-5.06539e-16,0.276395
5.7375,0,0,2.58786e-17,-4.82253e-16,0.276395
5.74,0,0,2.47029e-17,-4.57967e-16,0.276395
5.7425,0,0,2.35848e-17,-4.3715e-16,0.276395
5.745,0,0,2.25175e-17,-4.16334e-16,0.276395
5.7475,0,0,2.15011e-17,-3.98986e-16,0.276395
5.75,0,0,2.05287e-17,-3.81639e-16,0.276395
5.7525,0,0,1.95936e-17,-3.64292e-16,0.276395
5.755,0,0,1.87025e-17,-3.46945e-16,0.276395
5.7575,0,0,1.78555e-17,-3.29597e-16,0.276395
5.76,0,0,1.70491e-17,-3.1572e-16,0.276395
5.7625,0,0,1.628e-17,-3.01842e-16,0.276395
5.765,0,0,1.55414e-17,-2.91434e-16,0.276395
5.7675,0,0,1.48332e-17,-2.74086e-16,0.276395
5.77,0,0,1.41658e-17,-2.60209e-16,0.276395
5.7725,0,0,1.35288e-17,-2.498e-16,0.276395
5.775,0,0,1.29189e-17,-2.39392e-16,0.276395
5.7775,0,0,1.23328e-17,-2.28983e-16,0.276395
5.78,0,0,1.17704e-17,-2.18575e-16,0.276395
5.7825,0,0,1.12317e-17,-2.11636e-16,0.276395
5.785,0,0,1.072e-17,-2.01228e-16,0.276395
5.7875,0,0,1.02322e-17,-1.9082e-16,0.276395
5.79,0,0,9.7646e-18,-1.83881e-16,0.276395
5.7925,0,0,9.31736e-18,-1.73472e-16,0.276395
5.795,0,0,8.89385e-18,-1.63064e-16,0.276395
5.7975,0,0,8.49066e-18,-1.56125e-16,0.276395
5.8,0,0,8.1078e-18,-1.49186e-16,0.276395
5.8025,0,0,7.74188e-18,-1.42247e-16,0.276395
5.805,0,0,7.39629e-18,-1.35308e-16,0.276395
5.8075,0,0,7.06425e-18,-1.31839e-16,0.276395
5.81,0,0,6.74238e-18,-1.249e-16,0.276395
5.8125,0,0,6.44084e-18,-1.17961e-16,0.276395
5.815,0,0,6.15285e-18,-1.14492e-16,0.276395
5.8175,0,0,5.87502e-18,-1.07553e-16,0.276395
5.82,0,0,5.61075e-18,-1.04083e-16,0.276395
5.8225,0,0,5.36002e-18,-9.71445e-17,0.276395
5.825,0,0,5.12286e-18,-9.36751e-17,0.276395
5.8275,0,0,4.89246e-18,-9.36751e-17,0.276395
5.83,0,0,4.66546e-18,-9.02056e-17,0.276395
5.8325,0,0,4.45201e-18,-8.32667e-17,0.276395
5.835,0,0,4.25211e-18,-7.97973e-17,0.276395
5.8375,0,0,4.05898e-18,-7.63278e-17,0.276395
5.84,0,0,3.87263e-18,-6.93889e-17,0.276395
5.8425,0,0,3.69984e-18,-6.59195e-17,0.276395
5.845,0,0,3.53382e-18,-6.245e-17,0.276395
5.8475,0,0,3.37458e-18,-5.89806e-17,0.276395
5.85,0,0,3.22211e-18,-5.89806e-17,0.276395
5.8525,0,0,3.07642e-18,-5.55112e-17,0.276395
5.855,0,0,2.93751e-18,-5.20417e-17,0.276395
5.8575,0,0,2.80537e-18,-5.20417e-17,0.276395
5.86,0,0,2.68001e-18,-4.85723e-17,0.276395
5.8625,0,0,2.56143e-18,-4.51028e-17,0.276395
5.865,0,0,2.44962e-18,-4.51028e-17,0.276395
5.8675,0,0,2.33781e-18,-4.51028e-17,0.276395
5.87,0,0,2.22939e-18,-4.16334e-17,0.276395
5.8725,0,0,2.12775e-18,-3.81639e-17,0.276395
5.875,0,0,2.03288e-18,-3.46945e-17,0.276395
5.8775,0,0,1.94479e-18,-3.46945e-17,0.276395
5.88,0,0,1.8567e-18,-3.46945e-17,0.276395
5.8825,0,0,1.77538e-18,-3.1225e-17,0.276395
5.885,0,0,1.70084e-18,-2.77556e-17,0.276395
5.8875,0,0,1.63308e-18,-2.77556e-17,0.276395
5.89,0,0,1.56532e-18,-2.77556e-17,0.276395
5.8925,0,0,1.49755e-18,-2.77556e-17,0.276395
5.895,0,0,1.42979e-18,-2.77556e-17,0.276395
5.8975,0,0,1.36203e-18,-2.77556e-17,0.276395
5.9,0,0,1.29765e-18,-2.42861e-17,0.276395
5.9025,0,0,1.24006e-18,-2.08167e-17,0.276395
5.905,0,0,1.18923e-18,-1.73472e-17,0.276395
5.9075,0,0,1.1418e-18,-2.08167e-17,0.276395
5.91,0,0,1.09098e-18,-1.73472e-17,0.276395
5.9125,0,0,1.04693e-18,-1.73472e-17,0.276395
5.915,0,0,1.00289e-18,-1.73472e-17,0.276395
5.9175,0,0,9.58841e-19,-1.73472e-17,0.276395
5.92,0,0,9.14796e-19,-1.73472e-17,0.276395
5.9225,0,0,8.7075e-19,-1.73472e-17,0.276395
5.925,0,0,8.3348e-19,-1.38778e-17,0.276395
5.9275,0,0,7.96211e-19,-1.38778e-17,0.276395
5.93,0,0,7.58942e-19,-1.38778e-17,0.276395
5.9325,0,0,7.28448e-19,-1.04083e-17,0.276395
5.935,0,0,6.97955e-19,-1.38778e-17,0.276395
5.9375,0,0,6.67462e-19,-1.04083e-17,0.276395
5.94,0,0,6.43745e-19,-1.04083e-17,0.276395
5.9425,0,0,6.20028e-19,-1.04083e-17,0.276395
5.945,0,0,5.96311e-19,-1.04083e-17,0.276395
5.9475,0,0,5.72594e-19,-1.04083e-17,0.276395
5.95,0,0,5.48877e-19,-1.04083e-17,0.276395
5.9525,0,0,5.2516e-19,-1.04083e-17,0.276395
5.955,0,0,5.01444e-19,-1.04083e-17,0.276395
5.9575,0,0,4.77727e-19,-1.04083e-17,0.276395
5.96,0,0,4.5401e-19,-1.04083e-17,0.276395
5.9625,0,0,4.30293e-19,-1.04083e-17,0.276395
5.965,0,0,4.06576e-19,-1.04083e-17,0.276395
5.9675,0,0,3.86247e-19,-6.93889e-18,0.276395
5.97,0,0,3.69306e-19,-6.93889e-18,0.276395
5.9725,0,0,3.52366e-19,-6.93889e-18,0.276395
5.975,0,0,3.35425e-19,-6.93889e-18,0.276395
5.9775,0,0,3.18484e-19,-6.93889e-18,0.276395
5.98,0,0,3.04932e-19,-3.46945e-18,0.276395
5.9825,0,0,2.94767e-19,-6.93889e-18,0.276395
5.985,0,0,2.81215e-19,-3.46945e-18,0.276395
5.9875,0,0,2.71051e-19,-6.93889e-18,0.276395
5.99,0,0,2.57498e-19,-3.46945e-18,0.276395
5.9925,0,0,2.47334e-19,-6.93889e-18,0.276395
5.995,0,0,2.33781e-19,-3.46945e-18,0.276395
5.9975,0,0,2.23617e-19,-6.93889e-18,0.276395
6,0.000165339,0.132271,6.23755e-05,0.0457989,0.944367
6.0025,0.000661355,0.264542,0.000259816,0.106699,1.44331
6.005,0.00148805,0.396813,0.000618201,0.173984,1.907
6.0075,0.00264542,0.529084,0.00115003,0.245108,2.37243
6.01,0.00413347,0.661355,0.0018638,0.319266,2.84946
6.0125,0.00595219,0.793626,0.00276666,0.39614,3.34033
6.015,0.0081016,0.925897,0.00386517,0.475558,3.84521
6.0175,0.0105817,1.05817,0.00516552,0.55739,4.36367
6.02,0.0133924,1.19044,0.00667238,0.640646,4.8824
6.0225,0.0165339,1.32271,0.00838739,0.723903,5.38902
6.025,0.020006,1.45498,0.0103105,0.80716,5.89563
6.0275,0.0238088,1.58725,0.0124418,0.890416,6.40225
6.03,0.0279422,1.71952,0.0147813,0.973673,6.90886
6.0325,0.0324064,1.85179,0.0173288,1.05693,7.41548
6.035,0.0372012,1.98406,0.0200845,1.14019,7.9221
6.0375,0.0423267,2.11634,0.0230484,1.22344,8.42871
6.04,0.0477829,2.24861,0.0262204,1.3067,8.93533
6.0425,0.0535698,2.38088,0.0296005,1.38996,9.44195
6.045,0.0596873,2.51315,0.0331888,1.47321,9.94856
6.0475,0.0661355,2.64542,0.0369852,1.55647,10.4552
6.05,0.0729144,2.77769,0.0409898,1.63973,10.9618
6.0525,0.0800239,2.90996,0.0452025,1.72298,11.4684
6.055,0.0874642,3.04223,0.0496234,1.80624,11.975
6.0575,0.0952351,3.1745,0.0542074,1.85647,12
6.06,0.103337,3.30677,0.0588884,1.88575,12
6.0625,0.111769,3.43905,0.063626,1.90281,12
6.065,0.120532,3.57132,0.0683966,1.91275,12
6.0675,0.129626,3.70359,0.0731864,1.91855,12
6.07,0.13905,3.83586,0.0779873,1.92192,12
6.0725,0.148805,3.96813,0.0827948,1.92389,12
6.075,0.158795,4,0.0876061,1.92504,12
6.0775,0.168795,4,0.0924196,1.92571,12
6.08,0.178795,4,0.0972344,1.9261,12
6.0825,0.188795,4,0.10205,1.92632,12
6.085,0.198795,4,0.106866,1.92646,12
6.0875,0.208795,4,0.111682,1.92653,12
6.09,0.218795,4,0.116499,1.92658,12
6.0925,0.228795,4,0.121315,1.9266,12
6.095,0.238795,4,0.126132,1.92662,12
6.0975,0.248795,4,0.130948,1.92663,12
6.1,0.258795,4,0.135765,1.92663,12
6.1025,0.268795,4,0.140581,1.92664,12
6.105,0.278795,4,0.145398,1.92664,12
6.1075,0.288795,4,0.150215,1.92664,12
6.11,0.298795,4,0.155031,1.92664,12
6.1125,0.308795,4,0.159848,1.92664,12
6.115,0.318795,4,0.164664,1.92664,12
6.1175,0.328795,4,0.169481,1.92664,12
6.12,0.338795,4,0.174298,1.92664,12
6.1225,0.348795,4,0.179114,1.92664,12
6.125,0.358795,4,0.183931,1.92664,12
6.1275,0.368795,4,0.188747,1.92664,12
6.13,0.378795,4,0.193564,1.92664,12
6.1325,0.388795,4,0.198381,1.92664,12
6.135,0.398795,4,0.203197,1.92664,12
6.1375,0.408795,4,0.208014,1.92664,12
6.14,0.418795,4,0.21283,1.92664,12
6.1425,0.428795,4,0.217647,1.92664,12
6.145,0.438795,4,0.222464,1.92664,12
6.1475,0.448795,4,0.22728,1.92664,12
6.15,0.458795,4,0.232097,1.92664,12
6.1525,0.468795,4,0.236913,1.92664,12
6.155,0.478795,4,0.24173,1.92664,12
6.1575,0.488795,4,0.246547,1.92664,12
6.16,0.498795,4,0.251363,1.92664,12
6.1625,0.508795,4,0.25618,1.92664,12
6.165,0.518795,4,0.260996,1.92664,12
6.1675,0.528795,4,0.265813,1.92664,12
6.17,0.538795,4,0.27063,1.92664,12
6.1725,0.548795,4,0.275446,1.92664,12
6.175,0.558795,4,0.280263,1.92664,12
6.1775,0.568795,4,0.285079,1.92664,12
6.18,0.578795,4,0.289896,1.92664,12
6.1825,0.588795,4,0.294713,1.92664,12
6.185,0.598795,4,0.299529,1.92664,12
6.1875,0.608795,4,0.304346,1.92664,12
6.19,0.618795,4,0.309162,1.92664,12
6.1925,0.628795,4,0.313979,1.92664,12
6.195,0.638795,4,0.318796,1.92664,12
6.1975,0.648795,4,0.323612,1.92664,12
6.2,0.658795,4,0.328429,1.92664,12
6.2025,0.668795,4,0.333245,1.92664,12
6.205,0.678795,4,0.338062,1.92664,12
6.2075,0.688795,4,0.342879,1.92664,12
6.21,0.698795,4,0.347695,1.92664,12
6.2125,0.708795,4,0.352512,1.92664,12
6.215,0.718795,4,0.357328,1.92664,12
6.2175,0.728795,4,0.362145,1.92664,12
6.22,0.738795,4,0.366962,1.92664,12
6.2225,0.748795,4,0.371778,1.92664,12
6.225,0.758795,4,0.376595,1.92664,12
6.2275,0.768795,4,0.381411,1.92664,12
6.23,0.778795,4,0.386228,1.92664,12
6.2325,0.788795,4,0.391045,1.92664,12
6.235,0.798795,4,0.395861,1.92664,12
6.2375,0.808795,4,0.400678,1.92664,12
6.24,0.818795,4,0.405494,1.92664,12
6.2425,0.828795,4,0.410311,1.92664,12
6.245,0.838795,4,0.415128,1.92664,12
6.2475,0.848795,4,0.419944,1.92664,12
6.25,0.858795,4,0.424761,1.92664,12
6.2525,0.868795,4,0.429577,1.92664,12
6.255,0.878795,4,0.434394,1.92664,12
6.2575,0.888795,4,0.439211,1.92664,12
6.26,0.898795,4,0.444027,1.92664,12
6.2625,0.908795,4,0.448844,1.92664,12
6.265,0.918795,4,0.45366,1.92664,12
6.2675,0.928795,4,0.458477,1.92664,12
6.27,0.938795,4,0.463294,1.92664,12
6.2725,0.948795,4,0.46811,1.92664,12
6.275,0.958795,4,0.472927,1.92664,12
6.2775,0.968795,4,0.477743,1.92664,12
6.28,0.978795,4,0.48256,1.92664,12
6.2825,0.988795,4,0.487377,1.92664,12
6.285,0.998795,4,0.492193,1.92664,12
6.2875,1.0088,4,0.49701,1.92664,12
6.29,1.0188,4,0.501826,1.92664,12
6.2925,1.0288,4,0.506643,1.92664,12
6.295,1.0388,4,0.51146,1.92664,12
6.2975,1.0488,4,0.516276,1.92664,12
6.3,1.0588,4,0.521093,1.92664,12
6.3025,1.0688,4,0.525909,1.92664,12
6.305,1.0788,4,0.530726,1.92664,12
6.3075,1.0888,4,0.535543,1.92664,12
6.31,1.0988,4,0.540359,1.92664,12
6.3125,1.1088,4,0.545176,1.92664,12
6.315,1.1188,4,0.549992,1.92664,12
6.3175,1.1288,4,0.554809,1.92664,12
6.32,1.1388,4,0.559626,1.92664,12
6.3225,1.1488,4,0.564442,1.92664,12
6.325,1.1588,4,0.569259,1.92664,12
6.3275,1.1688,4,0.574075,1.92664,12
6.33,1.1788,4,0.578892,1.92664,12
6.3325,1.1888,4,0.583709,1.92664,12
6.335,1.1988,4,0.588525,1.92664,12
6.3375,1.2088,4,0.593342,1.92664,12
6.34,1.2188,4,0.598158,1.92664,12
6.3425,1.2288,4,0.602975,1.92664,12
6.345,1.2388,4,0.607792,1.92664,12
6.3475,1.2488,4,0.612608,1.92664,12
6.35,1.2588,4,0.617425,1.92664,12
6.3525,1.2688,4,0.622241,1.92664,12
6.355,1.2788,4,0.627058,1.92664,12
6.3575,1.2888,4,0.631875,1.92664,12
6.36,1.2988,4,0.636691,1.92664,12
6.3625,1.3088,4,0.641508,1.92664,12
6.365,1.3188,4,0.646324,1.92664,12
6.3675,1.3288,4,0.651141,1.92664,12
6.37,1.3388,4,0.655958,1.92664,12
6.3725,1.3488,4,0.660774,1.92664,12
6.375,1.3588,4,0.665591,1.92664,12
6.3775,1.3688,4,0.670407,1.92664,12
6.38,1.3788,4,0.675224,1.92664,12
6.3825,1.3888,4,0.680041,1.92664,12
6.385,1.3988,4,0.684857,1.92664,12
6.3875,1.4088,4,0.689674,1.92664,12
6.39,1.4188,4,0.694491,1.92664,12
6.3925,1.4288,4,0.699307,1.92664,12
6.395,1.4388,4,0.704124,1.92664,12
6.3975,1.4488,4,0.70894,1.92664,12
6.4,1.4588,4,0.713757,1.92664,12
6.4025,1.4688,4,0.718574,1.92664,12
6.405,1.4788,4,0.72339,1.92664,12
6.4075,1.4888,4,0.728207,1.92664,12
6.41,1.4988,4,0.733023,1.92664,12
6.4125,1.5088,4,0.73784,1.92664,12
6.415,1.5188,4,0.742657,1.92664,12
6.4175,1.52877,3.95238,0.747473,1.92664,12
6.42,1.53849,3.82011,0.75229,1.92664,12
6.4225,1.54787,3.68784,0.757106,1.92664,12
6.425,1.55693,3.55557,0.761923,1.92664,12
6.4275,1.56565,3.4233,0.76674,1.92664,12
6.43,1.57405,3.29103,0.771556,1.92664,12
6.4325,1.58211,3.15876,0.776373,1.92664,12
6.435,1.58984,3.02649,0.781189,1.92664,12
6.4375,1.59724,2.89421,0.786006,1.92664,12
6.44,1.60431,2.76194,0.790823,1.92664,12
6.4425,1.61105,2.62967,0.795639,1.92664,12
6.445,1.61746,2.4974,0.800456,1.92664,12
6.4475,1.62354,2.36513,0.805272,1.92664,12
6.45,1.62928,2.23286,0.810089,1.92664,12
6.4525,1.6347,2.10059,0.814906,1.92664,12
6.455,1.63979,1.96832,0.819722,1.92664,12
6.4575,1.64454,1.83605,0.824539,1.92664,12
6.46,1.64897,1.70378,0.829355,1.92664,12
6.4625,1.65306,1.5715,0.834172,1.92664,12
6.465,1.65682,1.43923,0.838989,1.92664,12
6.4675,1.66026,1.30696,0.843805,1.92664,12
6.47,1.66336,1.17469,0.848622,1.92664,12
6.4725,1.66613,1.04242,0.853438,1.92664,12
6.475,1.66857,0.91015,0.858255,1.92664,12
6.4775,1.67068,0.777879,0.863072,1.92664,12
6.48,1.67246,0.645608,0.867888,1.92664,12
6.4825,1.67391,0.513337,0.872705,1.92664,12
6.485,1.67503,0.381066,0.877521,1.92664,12
6.4875,1.67582,0.248795,0.882338,1.92664,12
6.49,1.67627,0.116524,0.887155,1.92664,12
6.4925,1.6764,0,0.891971,1.92664,12
6.495,1.6764,0,0.896788,1.92664,12
6.4975,1.6764,0,0.901604,1.92664,12
6.5,1.6764,0,0.906421,1.92664,12
6.5025,1.6764,0,0.911238,1.92664,12
6.505,1.6764,0,0.916054,1.92664,12
6.5075,1.6764,0,0.920871,1.92664,12
6.51,1.6764,0,0.925687,1.92664,12
6.5125,1.6764,0,0.930504,1.92664,12
6.515,1.6764,0,0.935321,1.92664,12
6.5175,1.6764,0,0.940137,1.92664,12
6.52,1.6764,0,0.944954,1.92664,12
6.5225,1.6764,0,0.94977,1.92664,12
6.525,1.6764,0,0.954587,1.92664,12
6.5275,1.6764,0,0.959404,1.92664,12
6.53,1.6764,0,0.96422,1.92664,12
6.5325,1.6764,0,0.969037,1.92664,12
6.535,1.6764,0,0.973853,1.92664,12
6.5375,1.6764,0,0.97867,1.92664,12
6.54,1.6764,0,0.983487,1.92664,12
6.5425,1.6764,0,0.988303,1.92664,12
6.545,1.6764,0,0.99312,1.92664,12
6.5475,1.6764,0,0.997936,1.92664,12
6.55,1.6764,0,1.00275,1.92664,12
6.5525,1.6764,0,1.00757,1.92664,12
6.555,1.6764,0,1.01239,1.92664,12
6.5575,1.6764,0,1.0172,1.92664,12
6.56,1.6764,0,1.02202,1.92664,12
6.5625,1.6764,0,1.02684,1.92664,12
6.565,1.6764,0,1.03165,1.92664,12
6.5675,1.6764,0,1.03647,1.92664,12
6.57,1.6764,0,1.04129,1.92664,12
6.5725,1.6764,0,1.0461,1.92664,12
6.575,1.6764,0,1.05092,1.92664,12
6.5775,1.6764,0,1.05574,1.92664,12
6.58,1.6764,0,1.06055,1.92664,12
6.5825,1.6764,0,1.06537,1.92664,12
6.585,1.6764,0,1.07019,1.92664,12
6.5875,1.6764,0,1.075,1.92664,12
6.59,1.6764,0,1.07982,1.92664,12
6.5925,1.6764,0,1.08464,1.92664,12
6.595,1.6764,0,1.08945,1.92664,12
6.5975,1.6764,0,1.09427,1.92664,12
6.6,1.6764,0,1.09909,1.92664,12
6.6025,1.6764,0,1.1039,1.92664,12
6.605,1.6764,0,1.10872,1.92664,12
6.6075,1.6764,0,1.11353,1.92664,12
6.61,1.6764,0,1.11835,1.92664,12
6.6125,1.6764,0,1.12317,1.92664,12
6.615,1.6764,0,1.12798,1.92664,12
6.6175,1.6764,0,1.1328,1.92664,12
6.62,1.6764,0,1.13762,1.92664,12
6.6225,1.6764,0,1.14243,1.92664,12
6.625,1.6764,0,1.14725,1.92664,12
6.6275,1.6764,0,1.15207,1.92664,12
6.63,1.6764,0,1.15688,1.92664,12
6.6325,1.6764,0,1.1617,1.92664,12
6.635,1.6764,0,1.16652,1.92664,12
6.6375,1.6764,0,1.17133,1.92664,12
6.64,1.6764,0,1.17615,1.92664,12
6.6425,1.6764,0,1.18097,1.92664,12
6.645,1.6764,0,1.18578,1.92664,12
6.6475,1.6764,0,1.1906,1.92664,12
6.65,1.6764,0,1.19542,1.92664,12
6.6525,1.6764,0,1.20023,1.92664,12
6.655,1.6764,0,1.20505,1.92664,12
6.6575,1.6764,0,1.20987,1.92664,12
6.66,1.6764,0,1.21468,1.92664,12
6.6625,1.6764,0,1.2195,1.92664,12
6.665,1.6764,0,1.22432,1.92664,12
6.6675,1.6764,0,1.22913,1.92664,12
6.67,1.6764,0,1.23395,1.92664,12
6.6725,1.6764,0,1.23877,1.92664,12
6.675,1.6764,0,1.24358,1.92664,12
6.6775,1.6764,0,1.2484,1.92664,12
6.68,1.6764,0,1.25322,1.92664,12
6.6825,1.6764,0,1.25803,1.92664,12
6.685,1.6764,0,1.26285,1.92664,12
6.6875,1.6764,0,1.26767,1.92664,12
6.69,1.6764,0,1.27248,1.92664,12
6.6925,1.6764,0,1.2773,1.92664,12
6.695,1.6764,0,1.28212,1.92664,12
6.6975,1.6764,0,1.28693,1.92664,12
6.7,1.6764,0,1.29175,1.92664,12
6.7025,1.6764,0,1.29657,1.92664,12
6.705,1.6764,0,1.30138,1.92664,12
6.7075,1.6764,0,1.3062,1.92664,12
6.71,1.6764,0,1.31102,1.92664,12
6.7125,1.6764,0,1.31583,1.92664,12
6.715,1.6764,0,1.32065,1.92664,12
6.7175,1.6764,0,1.32547,1.92664,12
6.72,1.6764,0,1.33028,1.92664,12
6.7225,1.6764,0,1.3351,1.92664,12
6.725,1.6764,0,1.33992,1.92664,12
6.7275,1.6764,0,1.34473,1.92664,12
6.73,1.6764,0,1.34955,1.92664,12
6.7325,1.6764,0,1.35436,1.92664,12
6.735,1.6764,0,1.35918,1.92664,12
6.7375,1.6764,0,1.364,1.92664,12
6.74,1.6764,0,1.36881,1.92664,12
6.7425,1.6764,0,1.37363,1.92664,12
6.745,1.6764,0,1.37845,1.92664,12
6.7475,1.6764,0,1.38326,1.92664,12
6.75,1.6764,0,1.38808,1.92664,12
6.7525,1.6764,0,1.3929,1.92664,12
6.755,1.6764,0,1.39771,1.92664,12
6.7575,1.6764,0,1.40253,1.92664,12
6.76,1.6764,0,1.40735,1.92664,12
6.7625,1.6764,0,1.41216,1.92664,12
6.765,1.6764,0,1.41698,1.92664,12
6.7675,1.6764,0,1.4218,1.92664,12
6.77,1.6764,0,1.42661,1.92664,12
6.7725,1.6764,0,1.43143,1.92664,12
6.775,1.6764,0,1.43625,1.92664,12
6.7775,1.6764,0,1.44106,1.92664,12
6.78,1.6764,0,1.44588,1.92664,12
6.7825,1.6764,0,1.4507,1.92664,12
6.785,1.6764,0,1.45551,1.92664,12
6.7875,1.6764,0,1.46033,1.92664,12
6.79,1.6764,0,1.46515,1.92664,12
6.7925,1.6764,0,1.46996,1.92664,12
6.795,1.6764,0,1.47478,1.92664,12
6.7975,1.6764,0,1.4796,1.92664,12
6.8,1.6764,0,1.48441,1.92664,12
6.8025,1.6764,0,1.48923,1.92664,12
6.805,1.6764,0,1.49405,1.92664,12
6.8075,1.6764,0,1.49886,1.92664,12
6.81,1.6764,0,1.50368,1.92664,12
6.8125,1.6764,0,1.5085,1.92664,12
6.815,1.6764,0,1.51331,1.92664,12
6.8175,1.6764,0,1.51813,1.92664,12
6.82,1.6764,0,1.52295,1.92664,12
6.8225,1.6764,0,1.52776,1.92664,12
6.825,1.6764,0,1.53258,1.92664,12
6.8275,1.6764,0,1.5374,1.92664,12
6.83,1.6764,0,1.54221,1.92664,12
6.8325,1.6764,0,1.54703,1.92664,12
6.835,1.6764,0,1.55185,1.92664,12
6.8375,1.6764,0,1.55666,1.92664,12
6.84,1.6764,0,1.56148,1.92664,12
6.8425,1.6764,0,1.5663,1.92664,12
6.845,1.6764,0,1.57111,1.92664,12
6.8475,1.6764,0,1.57585,1.86772,11.1407
6.85,1.6764,0,1.58041,1.79072,10.5184
6.8525,1.6764,0,1.58478,1.7114,10.0161
6.855,1.6764,0,1.58895,1.63406,9.56226
6.8575,1.6764,0,1.59294,1.55978,9.13635
6.86,1.6764,0,1.59674,1.48876,8.73186
6.8625,1.6764,0,1.60037,1.42094,8.34637
